#
#  b_breve_689b_ccyc 1.0 Genes link table generated on Tue Oct 24, 2023
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
KFKCNJGC_00049			
KFKCNJGC_00050		aarA	
KFKCNJGC_00051		crgA	
KFKCNJGC_00052			
KFKCNJGC_00053			
KFKCNJGC_00054		trpG	
KFKCNJGC_00055		pknB	
KFKCNJGC_00056		pknA	
KFKCNJGC_00057		pbpA	
KFKCNJGC_00058		rodA	
KFKCNJGC_00059		pstP	
KFKCNJGC_00060		fhaB	
KFKCNJGC_00061		garA_1	
KFKCNJGC_00062		dap4	
KFKCNJGC_00063		pldB	
KFKCNJGC_00064			
KFKCNJGC_00065			
KFKCNJGC_00066		yddG	
KFKCNJGC_00067			
KFKCNJGC_00068			
KFKCNJGC_00069		lysX	
KFKCNJGC_00070		msrAB	
KFKCNJGC_00071			
KFKCNJGC_00072		fic_1	
KFKCNJGC_00073		tagF	
KFKCNJGC_00074		radD	
KFKCNJGC_00075		mutT2	
KFKCNJGC_00076			
KFKCNJGC_00077			
KFKCNJGC_00079		tgt	
KFKCNJGC_00080		degP	
KFKCNJGC_00081		ctpV	
KFKCNJGC_00082		fprA	
KFKCNJGC_00083		htpX	
KFKCNJGC_00085		yicL	
KFKCNJGC_00086		fba	
KFKCNJGC_00087		purA	
KFKCNJGC_00088		clcA_1	
KFKCNJGC_00089		crcB_1	
KFKCNJGC_00090		crcB_2	
KFKCNJGC_00091		degA_1	
KFKCNJGC_00092			
KFKCNJGC_00093			
KFKCNJGC_00094			
KFKCNJGC_00095		degA_2	
KFKCNJGC_00096		yhjE_1	
KFKCNJGC_00097		ilvC_1	
KFKCNJGC_00098		ilvC_2	
KFKCNJGC_00099			
KFKCNJGC_00100			
KFKCNJGC_00101		malL_1	
KFKCNJGC_00102		purR_1	
KFKCNJGC_00103			
